Mouse.Gene_ID	MGI	Entrez.Gene_ID	Human.Gene_ID	HGNC
ENSMUSG00000026199	Ankzf1	52231	ENSG00000163516	ANKZF1
ENSMUSG00000006299	Aamp	227290	ENSG00000127837	AAMP
ENSMUSG00000026177	Slc11a1	18173	ENSG00000018280	SLC11A1
ENSMUSG00000060477	Irak2	108960	ENSG00000134070	IRAK2
ENSMUSG00000043866	Taf10	24075	ENSG00000166337	TAF10
ENSMUSG00000046679	C87436	232196	ENSG00000115998	C2orf42
ENSMUSG00000038599	Capn8	170725	ENSG00000203697	CAPN8
ENSMUSG00000046697	Enpp7	238011	ENSG00000182156	ENPP7
ENSMUSG00000098488	Pla2g4b	211429	ENSG00000168970	JMJD7-PLA2G4B
ENSMUSG00000098488	Pla2g4b	211429	ENSG00000243708	PLA2G4B
ENSMUSG00000018572	Phf23	78246	ENSG00000040633	PHF23
ENSMUSG00000095388	Gm10681	100043456	ENSG00000203857	HSD3B1
ENSMUSG00000042894	Olfr1260	258983	ENSG00000176540	OR4C5
ENSMUSG00000050788	Olfr419	258710	ENSG00000198967	OR10Z1
ENSMUSG00000074439	Defa5	13239	ENSG00000206047	DEFA1
ENSMUSG00000074439	Defa5	13239	ENSG00000240247	DEFA1B
ENSMUSG00000028138	Adh5	11532	ENSG00000197894	ADH5
ENSMUSG00000027716	Trpc3	22065	ENSG00000138741	TRPC3
ENSMUSG00000047225	Olfr684	244187	ENSG00000183389	OR56A4
ENSMUSG00000029617	Ccz1	231874	ENSG00000146574	CCZ1B
ENSMUSG00000029617	Ccz1	231874	ENSG00000122674	CCZ1
ENSMUSG00000030523	Trpm1	17364	ENSG00000134160	TRPM1
ENSMUSG00000032186	Tmod2	50876	ENSG00000128872	TMOD2
ENSMUSG00000050201	Otop2	237987	ENSG00000183034	OTOP2
ENSMUSG00000062245	Olfr170	258959	ENSG00000177275	OR2AJ1
ENSMUSG00000048483	Zdhhc22	238331	ENSG00000177108	ZDHHC22
ENSMUSG00000032407	U2surp	67958	ENSG00000163714	U2SURP
ENSMUSG00000031995	St14	19143	ENSG00000149418	ST14
ENSMUSG00000029503	P2rx2	231602	ENSG00000187848	P2RX2
ENSMUSG00000019470	Xab2	67439	ENSG00000076924	XAB2
ENSMUSG00000111842	Gm49318	NA	ENSG00000267477	
ENSMUSG00000019943	Atp2b1	67972	ENSG00000070961	ATP2B1
ENSMUSG00000043342	Hoxd9	15438	ENSG00000128709	HOXD9
ENSMUSG00000050312	Nsun3	106338	ENSG00000178694	NSUN3
ENSMUSG00000040140	Tdrd6	210510	ENSG00000180113	TDRD6
ENSMUSG00000042331	Specc1	432572	ENSG00000128487	SPECC1
ENSMUSG00000039838	Slc45a1	242773	ENSG00000162426	SLC45A1
ENSMUSG00000043991	Pura	19290	ENSG00000185129	PURA
ENSMUSG00000103472	Pcdhga7	93715	ENSG00000253537	PCDHGA7
ENSMUSG00000115378	Gm39653	105243944	ENSG00000235118	FAM237A
ENSMUSG00000004709	Cd244a	18106	ENSG00000122223	CD244
ENSMUSG00000090231	Cfb	14962	ENSG00000244255	
ENSMUSG00000090231	Cfb	14962	ENSG00000243649	CFB
ENSMUSG00000024220	Zfp523	224656	ENSG00000065029	ZNF76
ENSMUSG00000066442	Mthfs	107885	ENSG00000136371	MTHFS
ENSMUSG00000066442	Mthfs	107885	ENSG00000259332	ST20-MTHFS
ENSMUSG00000022575	Gsdmd	69146	ENSG00000104518	GSDMD
ENSMUSG00000020156	Pwwp3a	68114	ENSG00000160953	PWWP3A
ENSMUSG00000032487	Ptgs2	19225	ENSG00000073756	PTGS2
ENSMUSG00000059498	Fcgr3	14131	ENSG00000244682	FCGR2C
ENSMUSG00000059498	Fcgr3	14131	ENSG00000072694	FCGR2B
ENSMUSG00000059498	Fcgr3	14131	ENSG00000143226	FCGR2A
ENSMUSG00000030994	D7Ertd443e	71007	ENSG00000154493	C10orf90
ENSMUSG00000065592	Mir145a	387163	ENSG00000276365	MIR145
ENSMUSG00000027951	Adar	56417	ENSG00000160710	ADAR
ENSMUSG00000037243	Zfp692	103836	ENSG00000171163	ZNF692
ENSMUSG00000095941	Tle7	102638837	ENSG00000260734	TLE7
ENSMUSG00000070609	Aadacl4	435815	ENSG00000204518	AADACL4
ENSMUSG00000036480	Prss56	69453	ENSG00000237412	PRSS56
ENSMUSG00000064202	Spata6l	381218	ENSG00000106686	SPATA6L
ENSMUSG00000024847	Aip	11632	ENSG00000110711	AIP
ENSMUSG00000097050	Gm9918	NA	ENSG00000283536	
ENSMUSG00000021431	Snrnp48	67797	ENSG00000168566	SNRNP48
ENSMUSG00000026663	Atf6	226641	ENSG00000118217	ATF6
ENSMUSG00000023830	Igf2r	16004	ENSG00000197081	IGF2R
ENSMUSG00000039275	Foxk2	68837	ENSG00000141568	FOXK2
ENSMUSG00000020871	Dlx4	13394	ENSG00000108813	DLX4
ENSMUSG00000020921	Tmem101	76547	ENSG00000091947	TMEM101
ENSMUSG00000037447	Arid5a	214855	ENSG00000196843	ARID5A
ENSMUSG00000058818	Pirb	18733	ENSG00000204577	LILRB3
ENSMUSG00000005640	Insrr	23920	ENSG00000027644	INSRR
ENSMUSG00000003355	Fkbp11	66120	ENSG00000134285	FKBP11
ENSMUSG00000039182	AW209491	105351	ENSG00000136197	C7orf25
ENSMUSG00000029093	Sorcs2	81840	ENSG00000184985	SORCS2
ENSMUSG00000028950	Tas1r1	110326	ENSG00000173662	TAS1R1
ENSMUSG00000034220	Gpc1	14733	ENSG00000063660	GPC1
ENSMUSG00000073786	Gm7579	105243090	ENSG00000205864	KRTAP5-6
ENSMUSG00000073786	Gm7579	105243090	ENSG00000241233	KRTAP5-8
ENSMUSG00000086361	Gm6569	102634429	ENSG00000226490	
ENSMUSG00000034031	Ccdc182	74297	ENSG00000166329	CCDC182
ENSMUSG00000038009	Dnajc22	72778	ENSG00000178401	DNAJC22
ENSMUSG00000043670	Diras1	208666	ENSG00000176490	DIRAS1
ENSMUSG00000006920	Ezh1	14055	ENSG00000108799	EZH1
ENSMUSG00000062661	Ncs1	14299	ENSG00000107130	NCS1
ENSMUSG00000094913	Gm9507	670880	ENSG00000198271	KRTAP4-5
ENSMUSG00000064724	Gm25852	115490466	ENSG00000199363	SNORA63E
ENSMUSG00000075104	Olfr1219	258901	ENSG00000181939	OR4C15
ENSMUSG00000020994	Pnn	18949	ENSG00000100941	PNN
ENSMUSG00000069255	Dusp22	105352	ENSG00000112679	DUSP22
ENSMUSG00000074403	H3c13	319154	ENSG00000183598	H3C13
ENSMUSG00000033634	Nat8f2	93673	ENSG00000144035	NAT8
ENSMUSG00000033634	Nat8f2	93673	ENSG00000204872	NAT8B
ENSMUSG00000030543	Mesp2	17293	ENSG00000188095	MESP2
ENSMUSG00000026480	Ncf2	17970	ENSG00000116701	NCF2
ENSMUSG00000046748	Tmem45a2	69457	ENSG00000181458	TMEM45A
ENSMUSG00000032514	Ttc21a	74052	ENSG00000168026	TTC21A
ENSMUSG00000063382	Bcl9l	80288	ENSG00000186174	BCL9L
ENSMUSG00000060180	Myh13	544791	ENSG00000006788	MYH13
ENSMUSG00000043924	Ncmap	230822	ENSG00000184454	NCMAP
ENSMUSG00000079363	Gbp4	17472	ENSG00000183347	GBP6
ENSMUSG00000020388	Pdlim4	30794	ENSG00000131435	PDLIM4
ENSMUSG00000032239	Rp9	55934	ENSG00000164610	RP9
ENSMUSG00000074151	Nlrc5	434341	ENSG00000140853	NLRC5
ENSMUSG00000102742	Pcdhga11	93723	ENSG00000253873	PCDHGA11
ENSMUSG00000050335	Lgals3	16854	ENSG00000131981	LGALS3
ENSMUSG00000024736	Tmem132a	98170	ENSG00000006118	TMEM132A
ENSMUSG00000054976	Nyap2	241134	ENSG00000144460	NYAP2
ENSMUSG00000047150	1700001C19Rik	75462	ENSG00000287363	GUCA1ANB
ENSMUSG00000029275	Gfi1	14581	ENSG00000162676	GFI1
ENSMUSG00000061584	Lyg2	332427	ENSG00000185674	LYG2
ENSMUSG00000030921	Trim30a	20128	ENSG00000132256	TRIM5
ENSMUSG00000014856	Tmem208	66320	ENSG00000168701	TMEM208
ENSMUSG00000069733	Ube2u	381534	ENSG00000177414	UBE2U
ENSMUSG00000078032	Mir291b	100124471	ENSG00000199095	MIR372
ENSMUSG00000032332	Col12a1	12816	ENSG00000111799	COL12A1
ENSMUSG00000048661	Lemd3	380664	ENSG00000174106	LEMD3
ENSMUSG00000037577	Ephx3	71932	ENSG00000105131	EPHX3
ENSMUSG00000013997	Nit1	27045	ENSG00000158793	NIT1
ENSMUSG00000046999	1110032F04Rik	68725	ENSG00000180044	C3orf80
ENSMUSG00000026546	Cfap45	71870	ENSG00000213085	CFAP45
ENSMUSG00000094533	Ighv11-1	NA	ENSG00000211938	IGHV3-7
ENSMUSG00000094533	Ighv11-1	NA	ENSG00000224650	IGHV3-74
ENSMUSG00000028716	Pdzk1ip1	67182	ENSG00000162366	PDZK1IP1
ENSMUSG00000059031	Olfr482	258728	ENSG00000183303	OR5P2
ENSMUSG00000026153	Fam135a	68187	ENSG00000082269	FAM135A
ENSMUSG00000024241	Sos1	20662	ENSG00000115904	SOS1
ENSMUSG00000041278	Ttc1	66827	ENSG00000113312	TTC1
ENSMUSG00000024498	Tcerg1	56070	ENSG00000113649	TCERG1
ENSMUSG00000025496	Drd4	13491	ENSG00000069696	DRD4
ENSMUSG00000077704	Snord89	NA	ENSG00000212283	SNORD89
ENSMUSG00000072791	Abcb5	77706	ENSG00000004846	ABCB5
ENSMUSG00000027010	Slc25a12	78830	ENSG00000115840	SLC25A12
ENSMUSG00000109655	Gm29735	101055862	ENSG00000205867	KRTAP5-2
ENSMUSG00000109655	Gm29735	101055862	ENSG00000185940	KRTAP5-5
ENSMUSG00000031889	D230025D16Rik	234678	ENSG00000125149	C16orf70
ENSMUSG00000109305	Smim38	100040049	ENSG00000284713	SMIM38
ENSMUSG00000020473	Aebp1	11568	ENSG00000106624	AEBP1
ENSMUSG00000006457	Actn3	11474	ENSG00000248746	ACTN3
ENSMUSG00000025165	Sectm1a	209588	ENSG00000141574	SECTM1
ENSMUSG00000041000	Trim62	67525	ENSG00000116525	TRIM62
ENSMUSG00000004872	Pax3	18505	ENSG00000135903	PAX3
ENSMUSG00000089736	Tgfbr3l	100044509	ENSG00000260001	TGFBR3L
ENSMUSG00000020806	Rhbdf2	217344	ENSG00000129667	RHBDF2
ENSMUSG00000038011	Dnah10	56087	ENSG00000197653	DNAH10
ENSMUSG00000057564	Olfr1508	57270	ENSG00000276240	OR4E1
ENSMUSG00000026401	Cd55b	13137	ENSG00000196352	CD55
ENSMUSG00000038146	Notch3	18131	ENSG00000074181	NOTCH3
ENSMUSG00000001416	Cct3	12462	ENSG00000163468	CCT3
ENSMUSG00000062518	Zfp534	100503584	ENSG00000196378	ZNF34
ENSMUSG00000040016	Ptger3	19218	ENSG00000050628	PTGER3
ENSMUSG00000034616	Ssh3	245857	ENSG00000172830	SSH3
ENSMUSG00000096055	Trav12n-1	NA	ENSG00000211798	TRAV18
ENSMUSG00000104346	Pcdhga3	93711	ENSG00000254245	PCDHGA3
ENSMUSG00000023988	Bysl	53414	ENSG00000112578	BYSL
ENSMUSG00000000538	Tom1l2	216810	ENSG00000175662	TOM1L2
ENSMUSG00000037138	Aff3	16764	ENSG00000144218	AFF3
ENSMUSG00000027882	Stxbp3	20912	ENSG00000116266	STXBP3
ENSMUSG00000109561	Ankrd31	625662	ENSG00000145700	ANKRD31
ENSMUSG00000019715	Gle1	74412	ENSG00000119392	GLE1
ENSMUSG00000079103	Tgm7	640543	ENSG00000159495	TGM7
ENSMUSG00000064659	Gm26131	NA	ENSG00000199219	RNU6-500P
ENSMUSG00000064659	Gm26131	NA	ENSG00000252039	RNU6-287P
ENSMUSG00000064659	Gm26131	NA	ENSG00000200893	RNU6-944P
ENSMUSG00000064659	Gm26131	NA	ENSG00000199963	RNU6-605P
ENSMUSG00000065431	Mir186	387181	ENSG00000207721	MIR186
ENSMUSG00000017264	Exosc10	50912	ENSG00000171824	EXOSC10
ENSMUSG00000034482	Ly6g5c	114652	ENSG00000204428	LY6G5C
ENSMUSG00000025213	Kazald1	107250	ENSG00000107821	KAZALD1
ENSMUSG00000068037	Mas1	17171	ENSG00000130368	MAS1
ENSMUSG00000096459	Ighv9-3	NA	ENSG00000282122	IGHV7-4-1
ENSMUSG00000096459	Ighv9-3	NA	ENSG00000211979	IGHV7-81
ENSMUSG00000033027	Klrc3	58179	ENSG00000134545	KLRC1
ENSMUSG00000024679	Ms4a6d	68774	ENSG00000110077	MS4A6A
ENSMUSG00000024679	Ms4a6d	68774	ENSG00000166926	MS4A6E
ENSMUSG00000022842	Ece2	107522	ENSG00000284917	EEF1AKMT4-ECE2
ENSMUSG00000022842	Ece2	107522	ENSG00000145194	ECE2
ENSMUSG00000065734	Snord49a	NA	ENSG00000277370	SNORD49A
ENSMUSG00000035165	Kcne3	57442	ENSG00000175538	KCNE3
ENSMUSG00000028779	Pef1	67898	ENSG00000162517	PEF1
ENSMUSG00000096640	Gm4312	100043247	ENSG00000183684	ALYREF
ENSMUSG00000076577	Igkv8-30	NA	ENSG00000211598	IGKV4-1
ENSMUSG00000028797	Tmem234	76799	ENSG00000160055	TMEM234
ENSMUSG00000064823	Snord82	80828	ENSG00000202400	SNORD82
ENSMUSG00000054901	Arhgef33	381112	ENSG00000214694	ARHGEF33
ENSMUSG00000041959	S100a10	20194	ENSG00000197747	S100A10
ENSMUSG00000062151	Unc13c	208898	ENSG00000137766	UNC13C
ENSMUSG00000028011	Tdo2	56720	ENSG00000151790	TDO2
ENSMUSG00000036760	Kcnk9	223604	ENSG00000169427	KCNK9
ENSMUSG00000029826	Zc3hav1	78781	ENSG00000105939	ZC3HAV1
ENSMUSG00000026222	Sp100	20684	ENSG00000079263	SP140
ENSMUSG00000034660	Galp	232836	ENSG00000197487	GALP
ENSMUSG00000026553	Copa	12847	ENSG00000122218	COPA
ENSMUSG00000026011	Ctla4	12477	ENSG00000163599	CTLA4
ENSMUSG00000093059	Gm24809	NA	ENSG00000276601	
ENSMUSG00000093059	Gm24809	NA	ENSG00000273573	
ENSMUSG00000035007	Rundc1	217201	ENSG00000198863	RUNDC1
ENSMUSG00000094133	Olfr1431	258409	ENSG00000176495	OR5AN1
ENSMUSG00000030814	Bcl7c	12055	ENSG00000099385	BCL7C
ENSMUSG00000034800	Zfp661	72180	ENSG00000275111	ZNF2
ENSMUSG00000034035	Ccdc17	622665	ENSG00000159588	CCDC17
ENSMUSG00000026317	Cln8	26889	ENSG00000182372	CLN8
ENSMUSG00000053158	Fes	14159	ENSG00000182511	FES
ENSMUSG00000024483	Ankhd1	108857	ENSG00000131503	ANKHD1
ENSMUSG00000024483	Ankhd1	108857	ENSG00000254996	ANKHD1-EIF4EBP3
ENSMUSG00000049091	Sephs2	20768	ENSG00000179918	SEPHS2
ENSMUSG00000032571	Pik3r4	75669	ENSG00000196455	PIK3R4
ENSMUSG00000045136	Tubb2b	73710	ENSG00000137285	TUBB2B
ENSMUSG00000006611	Hfe	15216	ENSG00000010704	HFE
ENSMUSG00000078577	Tmco2	69469	ENSG00000188800	TMCO2
ENSMUSG00000021606	Ndufs6	407785	ENSG00000145494	NDUFS6
ENSMUSG00000011179	Odc1	18263	ENSG00000115758	ODC1
ENSMUSG00000076839	Trav13-1	NA	ENSG00000211802	TRAV22
ENSMUSG00000008658	Rbfox1	268859	ENSG00000078328	RBFOX1
ENSMUSG00000038552	Fndc4	64339	ENSG00000115226	FNDC4
ENSMUSG00000066037	Hnrnpr	74326	ENSG00000125944	HNRNPR
ENSMUSG00000038546	Ranbp9	56705	ENSG00000010017	RANBP9
ENSMUSG00000013646	Sh3bp5l	79566	ENSG00000175137	SH3BP5L
ENSMUSG00000042708	Shcbp1l	71836	ENSG00000157060	SHCBP1L
ENSMUSG00000077797	Snord19	NA	ENSG00000212493	SNORD19
ENSMUSG00000026628	Atf3	11910	ENSG00000162772	ATF3
ENSMUSG00000032420	Nt5e	23959	ENSG00000135318	NT5E
ENSMUSG00000054206	Gzmm	16904	ENSG00000197540	GZMM
ENSMUSG00000076761	Trav5-1	NA	ENSG00000211788	TRAV13-1
ENSMUSG00000030610	Det1	76375	ENSG00000140543	DET1
ENSMUSG00000021944	Gata4	14463	ENSG00000136574	GATA4
ENSMUSG00000020472	Zkscan17	268417	ENSG00000162714	ZNF496
ENSMUSG00000036553	Sh3tc1	231147	ENSG00000125089	SH3TC1
ENSMUSG00000025212	Sfxn3	94280	ENSG00000107819	SFXN3
ENSMUSG00000026427	Eif2d	16865	ENSG00000143486	EIF2D
ENSMUSG00000025007	Aldh18a1	56454	ENSG00000059573	ALDH18A1
ENSMUSG00000047953	Gp5	14729	ENSG00000178732	GP5
ENSMUSG00000020689	Itgb3	16416	ENSG00000259207	ITGB3
ENSMUSG00000028760	Eif4g3	230861	ENSG00000075151	EIF4G3
ENSMUSG00000084927	Gm5724	435927	ENSG00000084453	SLCO1A2
ENSMUSG00000025651	Uqcrc1	22273	ENSG00000010256	UQCRC1
ENSMUSG00000027883	Gpsm2	76123	ENSG00000121957	GPSM2
ENSMUSG00000033544	Angptl1	72713	ENSG00000116194	ANGPTL1
ENSMUSG00000022571	Pycrl	66194	ENSG00000104524	PYCR3
ENSMUSG00000041237	Pklr	18770	ENSG00000143627	PKLR
ENSMUSG00000027955	Gask1b	68659	ENSG00000164125	GASK1B
ENSMUSG00000036779	Tent4b	214627	ENSG00000121274	TENT4B
ENSMUSG00000033458	Fan1	330554	ENSG00000198690	FAN1
ENSMUSG00000005357	Slc1a6	20513	ENSG00000105143	SLC1A6
ENSMUSG00000078485	Plekhn1	231002	ENSG00000187583	PLEKHN1
ENSMUSG00000011837	Snapc2	102209	ENSG00000104976	SNAPC2
ENSMUSG00000031832	Taf1c	21341	ENSG00000103168	TAF1C
ENSMUSG00000026223	Itm2c	64294	ENSG00000135916	ITM2C
ENSMUSG00000010095	Slc3a2	17254	ENSG00000168003	SLC3A2
ENSMUSG00000037349	Nudt22	68323	ENSG00000149761	NUDT22
ENSMUSG00000088982	Gm25600	115490028	ENSG00000222940	RNU6-370P
ENSMUSG00000073489	Ifi204	15951	ENSG00000163565	IFI16
ENSMUSG00000028552	Eps15	13858	ENSG00000085832	EPS15
ENSMUSG00000024354	Slc23a1	20522	ENSG00000170482	SLC23A1
ENSMUSG00000067201	H2-M9	14997	ENSG00000204592	HLA-E
ENSMUSG00000067201	H2-M9	14997	ENSG00000204525	HLA-C
ENSMUSG00000067201	H2-M9	14997	ENSG00000234745	HLA-B
ENSMUSG00000067201	H2-M9	14997	ENSG00000204632	HLA-G
ENSMUSG00000028546	Elavl4	15572	ENSG00000162374	ELAVL4
ENSMUSG00000018906	P4ha2	18452	ENSG00000072682	P4HA2
ENSMUSG00000020610	Amz2	13929	ENSG00000196704	AMZ2
ENSMUSG00000020925	Ccdc43	52715	ENSG00000180329	CCDC43
ENSMUSG00000022843	Clcn2	12724	ENSG00000114859	CLCN2
ENSMUSG00000048827	Pkd1l3	244646	ENSG00000277481	PKD1L3
ENSMUSG00000074030	Exoc8	102058	ENSG00000116903	EXOC8
ENSMUSG00000045211	Nudt18	213484	ENSG00000275074	NUDT18
ENSMUSG00000020542	Myocd	214384	ENSG00000141052	MYOCD
ENSMUSG00000096051	Vmn1r40	113855	ENSG00000197617	VN1R5
ENSMUSG00000078765	U2af1l4	233073	ENSG00000161265	U2AF1L4
ENSMUSG00000048402	Gli2	14633	ENSG00000074047	GLI2
ENSMUSG00000094721	Olfr1462	258688	ENSG00000172769	OR5B3
ENSMUSG00000029598	Plbd2	71772	ENSG00000151176	PLBD2
ENSMUSG00000025380	Fscn2	238021	ENSG00000186765	FSCN2
ENSMUSG00000068335	Dok1	13448	ENSG00000115325	DOK1
ENSMUSG00000042572	Ube2q1	70093	ENSG00000160714	UBE2Q1
ENSMUSG00000038663	Fsd2	244091	ENSG00000186628	FSD2
ENSMUSG00000057654	Olfr328	258495	ENSG00000203661	OR2T5
ENSMUSG00000057654	Olfr328	258495	ENSG00000182783	OR2T29
ENSMUSG00000057654	Olfr328	258495	ENSG00000196944	OR2T4
ENSMUSG00000030048	Gkn3	68888	ENSG00000283586	GKN3P
ENSMUSG00000032744	Heyl	56198	ENSG00000163909	HEYL
ENSMUSG00000046518	Ferd3l	114712	ENSG00000146618	FERD3L
ENSMUSG00000033590	Myo5c	208943	ENSG00000128833	MYO5C
ENSMUSG00000003680	Taf6l	225895	ENSG00000162227	TAF6L
ENSMUSG00000003680	Taf6l	100039957	ENSG00000162227	TAF6L
ENSMUSG00000048013	Krt35	53617	ENSG00000197079	KRT35
ENSMUSG00000028015	Ctso	229445	ENSG00000256043	CTSO
ENSMUSG00000055937	Krt28	70843	ENSG00000173908	KRT28
ENSMUSG00000088851	Gm24728	115489819	ENSG00000202434	
ENSMUSG00000009487	Otog	18419	ENSG00000188162	OTOG
ENSMUSG00000079737	3110001I22Rik	67118	ENSG00000134283	PPHLN1
ENSMUSG00000026950	Neb	17996	ENSG00000183091	NEB
ENSMUSG00000058119	Gm5771	436523	ENSG00000010438	PRSS3
ENSMUSG00000058119	Gm5771	436523	ENSG00000275896	PRSS2
ENSMUSG00000075179	Olfr1079	258402	ENSG00000280314	OR8K3
ENSMUSG00000020907	Rcvrn	19674	ENSG00000109047	RCVRN
ENSMUSG00000075197	Olfr1046	258575	ENSG00000150261	OR8K1
ENSMUSG00000039899	Fgl2	14190	ENSG00000127951	FGL2
ENSMUSG00000038074	Fkbp14	231997	ENSG00000106080	FKBP14
ENSMUSG00000046207	Pik3r6	104709	ENSG00000276231	PIK3R6
ENSMUSG00000043323	Fbrsl1	381668	ENSG00000112787	FBRSL1
ENSMUSG00000044243	Bhlha9	320522	ENSG00000205899	BHLHA9
ENSMUSG00000040774	Cept1	99712	ENSG00000134255	CEPT1
ENSMUSG00000038268	Ovca2	246257	ENSG00000262664	OVCA2
ENSMUSG00000056234	Ncoa4	27057	ENSG00000266412	NCOA4
ENSMUSG00000102018	Iqank1	432964	ENSG00000203499	IQANK1
ENSMUSG00000092073	Gm6205	NA	ENSG00000116726	PRAMEF12
ENSMUSG00000092073	Gm6205	NA	ENSG00000204501	PRAMEF15
ENSMUSG00000092073	Gm6205	NA	ENSG00000204481	PRAMEF14
ENSMUSG00000092073	Gm6205	NA	ENSG00000204480	PRAMEF19
ENSMUSG00000092073	Gm6205	NA	ENSG00000204479	PRAMEF17
ENSMUSG00000092073	Gm6205	NA	ENSG00000204478	PRAMEF20
ENSMUSG00000092073	Gm6205	NA	ENSG00000274764	PRAMEF27
ENSMUSG00000092073	Gm6205	NA	ENSG00000229571	PRAMEF25
ENSMUSG00000092073	Gm6205	NA	ENSG00000280267	PRAMEF26
ENSMUSG00000092073	Gm6205	NA	ENSG00000204505	PRAMEF9
ENSMUSG00000059439	Bcas3	192197	ENSG00000141376	BCAS3
ENSMUSG00000060519	Tor3a	30935	ENSG00000186283	TOR3A
ENSMUSG00000057181	5730455P16Rik	70591	ENSG00000108666	C17orf75
ENSMUSG00000031671	Setd6	66083	ENSG00000103037	SETD6
ENSMUSG00000020048	Hsp90b1	22027	ENSG00000166598	HSP90B1
ENSMUSG00000034881	Tbxa2r	21390	ENSG00000006638	TBXA2R
ENSMUSG00000028803	Nipal3	74552	ENSG00000001461	NIPAL3
ENSMUSG00000040520	Manea	242362	ENSG00000172469	MANEA
ENSMUSG00000005625	Psmd4	19185	ENSG00000159352	PSMD4
ENSMUSG00000096742	Gm6367	622894	ENSG00000116726	PRAMEF12
ENSMUSG00000096742	Gm6367	622894	ENSG00000204501	PRAMEF15
ENSMUSG00000096742	Gm6367	622894	ENSG00000204481	PRAMEF14
ENSMUSG00000096742	Gm6367	622894	ENSG00000204480	PRAMEF19
ENSMUSG00000096742	Gm6367	622894	ENSG00000204479	PRAMEF17
ENSMUSG00000096742	Gm6367	622894	ENSG00000204478	PRAMEF20
ENSMUSG00000096742	Gm6367	622894	ENSG00000274764	PRAMEF27
ENSMUSG00000096742	Gm6367	622894	ENSG00000229571	PRAMEF25
ENSMUSG00000096742	Gm6367	622894	ENSG00000280267	PRAMEF26
ENSMUSG00000096742	Gm6367	622894	ENSG00000204505	PRAMEF9
ENSMUSG00000041831	Sytl3	83672	ENSG00000164674	SYTL3
ENSMUSG00000020713	Gh	14599	ENSG00000136487	GH2
ENSMUSG00000020713	Gh	14599	ENSG00000136488	CSH1
ENSMUSG00000020713	Gh	14599	ENSG00000213218	CSH2
ENSMUSG00000020713	Gh	14599	ENSG00000204414	CSHL1
ENSMUSG00000020713	Gh	14599	ENSG00000259384	GH1
ENSMUSG00000020713	Gh	14599	ENSG00000285947	
ENSMUSG00000065606	Mir16-2	723949	ENSG00000198987	MIR16-2
ENSMUSG00000032114	Slc37a4	14385	ENSG00000137700	SLC37A4
ENSMUSG00000025161	Slc16a3	80879	ENSG00000141526	SLC16A3
ENSMUSG00000072822	Pramel37	381724	ENSG00000116726	PRAMEF12
ENSMUSG00000072822	Pramel37	381724	ENSG00000204501	PRAMEF15
ENSMUSG00000072822	Pramel37	381724	ENSG00000204481	PRAMEF14
ENSMUSG00000072822	Pramel37	381724	ENSG00000204480	PRAMEF19
ENSMUSG00000072822	Pramel37	381724	ENSG00000204479	PRAMEF17
ENSMUSG00000072822	Pramel37	381724	ENSG00000204478	PRAMEF20
ENSMUSG00000072822	Pramel37	381724	ENSG00000274764	PRAMEF27
ENSMUSG00000072822	Pramel37	381724	ENSG00000229571	PRAMEF25
ENSMUSG00000072822	Pramel37	381724	ENSG00000280267	PRAMEF26
ENSMUSG00000072822	Pramel37	381724	ENSG00000204505	PRAMEF9
ENSMUSG00000079362	Gm43302	NA	ENSG00000183347	GBP6
ENSMUSG00000091091	Kcnmb3	100502876	ENSG00000171121	KCNMB3
ENSMUSG00000094314	Gm4301	100043224	ENSG00000183684	ALYREF
ENSMUSG00000046876	Atxn1	20238	ENSG00000124788	ATXN1
ENSMUSG00000039206	Daglb	231871	ENSG00000164535	DAGLB
ENSMUSG00000025025	Mxi1	17859	ENSG00000119950	MXI1
ENSMUSG00000026405	C4bp	12269	ENSG00000123838	C4BPA
ENSMUSG00000037526	Atg14	100504663	ENSG00000126775	ATG14
ENSMUSG00000000126	Wnt9a	216795	ENSG00000143816	WNT9A
ENSMUSG00000063383	Zfp947	210853	ENSG00000196378	ZNF34
ENSMUSG00000040471	Ggt6	71522	ENSG00000167741	GGT6
ENSMUSG00000060070	Defa26	626708	ENSG00000206047	DEFA1
ENSMUSG00000060070	Defa26	626708	ENSG00000240247	DEFA1B
ENSMUSG00000005611	Irag1	17540	ENSG00000072952	IRAG1
ENSMUSG00000070890	Pramel19	332923	ENSG00000116726	PRAMEF12
ENSMUSG00000070890	Pramel19	332923	ENSG00000204501	PRAMEF15
ENSMUSG00000070890	Pramel19	332923	ENSG00000204481	PRAMEF14
ENSMUSG00000070890	Pramel19	332923	ENSG00000204480	PRAMEF19
ENSMUSG00000070890	Pramel19	332923	ENSG00000204479	PRAMEF17
ENSMUSG00000070890	Pramel19	332923	ENSG00000204478	PRAMEF20
ENSMUSG00000070890	Pramel19	332923	ENSG00000274764	PRAMEF27
ENSMUSG00000070890	Pramel19	332923	ENSG00000229571	PRAMEF25
ENSMUSG00000070890	Pramel19	332923	ENSG00000280267	PRAMEF26
ENSMUSG00000070890	Pramel19	332923	ENSG00000204505	PRAMEF9
ENSMUSG00000045555	Mettl24	327747	ENSG00000053328	METTL24
ENSMUSG00000029685	Asb15	78910	ENSG00000146809	ASB15
ENSMUSG00000064634	Gm22620	115487278	ENSG00000201541	
ENSMUSG00000043219	Hoxa6	15403	ENSG00000106006	HOXA6
